id,subject,description
822,Dúvida sobre plano,"Qual a diferença entre os planos? Posso trocar quando quiser? Aguardo com prioridade, por favor."
823,Alterar forma de pagamento,"Quero trocar o cartão de crédito cadastrado para o pagamento. Sem pressa, quando puderem."
824,Cobrança após cancelamento,Cancelei mês passado mas continuo sendo cobrado na fatura.
825,Erro ao salvar,Aparece uma falha quando clico em salvar e o botão não funciona. Estou bloqueado por causa disso.
826,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa. Apenas uma sugestão, sem urgência."
827,Erro na fatura,O valor da fatura está diferente do combinado no plano.
828,,COMO FUNCIONA A INTEGRAÇÃO COM O MEU SISTEMA ATUAL?
829,Cobrança indevida,Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso.
830,Parceria comercial,"Temos interesse em uma parceria comercial, com quem falo?"
831,Como filtrar dados,Tem como filtrar os registros por data? Onde encontro isso? Estou bloqueado por causa disso.
832,Como convidar usuário,"Como posso convidar outro usuário para a minha conta? É importante, preciso resolver rápido."
833,Perdi dados importantes,"Perdi dados por causa de um erro de vocês, inadmissível."
834,Personalizar dashboard,Solicito a possibilidade de personalizar os cards do dashboard.
835,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito. É só uma dúvida, pode responder com calma."
836,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. Sem pressa, quando puderem."
837,Upload falhando,"O envio de arquivo falha sempre com mensagem de erro. Além disso, gostaria que tivesse a opção de exportar em Excel além de PDF."
838,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Está tudo parado em produção, urgente!"
839,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente."
840,Como filtrar dados,"Tem como filtrar os registros por data? Onde encontro isso? Além disso, como funciona a integração com o meu sistema atual?"
841,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha. Estou bloqueado por causa disso."
842,Descaso com o cliente,"Faz dias que aguardo retorno e ninguém responde, um descaso. Está tudo parado em produção, urgente!"
843,Pedido de nova feature,"Poderia adicionar um modo escuro? Seria um recurso muito útil. Além disso, só queria deixar um elogio, o produto tem me ajudado bastante."
844,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. Aguardo com prioridade, por favor. Além disso, poderiam me passar o contato da equipe comercial?"
845,Insatisfeito com cobrança,"Estou decepcionado, cobranca errada e ninguem resolve."
846,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito. Estou bloqueado por causa disso."
847,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo."
848,,"ESQUECI MEU LOGIN, COMO FAÇO PARA RECUPERAR O ACESSO?"
849,Como filtrar dados,Tem como filtrar os registros por data? Onde encontro isso?
850,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. É só uma dúvida, pode responder com calma."
851,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha."
852,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. Está tudo parado em produção, urgente!"
853,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Crítico, resolvam o quanto antes!"
854,,"COMO FUNCIONA A INTEGRAÇÃO COM O MEU SISTEMA ATUAL? CRÍTICO, RESOLVAM O QUANTO ANTES!"
855,Como filtrar dados,"Tem como filtrar os registros por data? Onde encontro isso? Não consigo trabalhar, preciso de solução imediata."
856,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? Está tudo parado em produção, urgente!"
857,Dúvida sobre integração,Como funciona a integração com o meu sistema atual?
858,Alterar forma de pagamento,"Quero trocar o cartão de crédito cadastrado para o pagamento. É só uma dúvida, pode responder com calma."
859,Feedback geral,"Só queria deixar um elogio, o produto tem me ajudado bastante. Apenas uma sugestão, sem urgência."
860,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. É miportante, preciso resolver rápido."
861,Crash no relatório,Ao gerar o relatório o sistema quebra e trava a sessão.
862,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Está tudo parado em produção, urgente!"
863,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito. Apenas uma sugestão, sem urgência."
864,Contato do comercial,"Poderiam me passar o contato da equipe comercial? Além disso, a listagem não carrega, dá erro 500 e some tudo."
865,Personalizar dashboard,"Solicito a possibilidade de personalizar os cards do dashboard. Crítico, resolvam o quanto antes!"
866,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. É importante, preciso resolver rápido."
867,Alterar forma de pagamento,"Quero trocar o cartão de crédito cadastrado para o pagamento. Sem pressa, quando puderem."
868,Mudança de titularidade,Preciso transferir a titularidade da conta para outra pessoa.
869,Como exportar relatório,Como faço para exportar o relatório mensal em PDF? Onde fica essa opção?
870,,"O botão de exportar não funciona, nada acontece ao clicar. Estou bloqueado por causa disso."
871,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha. Aguardo com prioridade, por favor. Além disso, preciso da nota fiscal do pagamento para o financeiro da empresa."
872,Integração com Slack,Poderiam adicionar integração com o Slack para avisos?
873,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. É só uma dúvida, pode responder com calma."
874,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso? Não consigo trabalhar, preciso de solução imediata."
875,Cobrança após cancelamento,"Cancelei mês passado mas continuo sendo cobrado na fatura. Crítico, resolvam o quanto antes!"
876,Dúvida sobre plano,Qual a diferença entre os planos? Posso trocar quando quiser?
877,Upload falhando,"O envio de arquivo falha sempre com mensagem de erro. É só uma dúvida, pode responder com calma."
878,Integração com Slack,Poderiam adicionar integração com o Slack para avisos?
879,Erro ao salvar,Aparece uma falha quando clico em salvar e o botão não funciona.
880,Como filtrar dados,Tem como filtrar os registros por data? Onde encontro isso?
881,,GOSTARIA DE SABER ONDE ALTERO MINHA SENHA DE ACESSO.
882,,PEDI O REEMBOLSO SEMANA PASSADA E AINDA NÃO CAIU NO CARTÃO.
883,Personalizar dashboard,"Solicito a possibilidade de personalizar os cards do dashboard. É só uma dúvida, pode responder com calma."
884,Reclamação formal,Registro uma reclamacao: o servico nao entrega o que promete.
885,,"O BOLETO DA ASSINATURA NÃO CHEGOU, PRECISO PAGAR O PAGAMENTO. SEM PRESSA, QUANDO PUDEREM."
886,Novo relatório,"Poderia adicionar um relatório de produtividade por equipe? Aguardo com prioridade, por favor."
887,,Gostaria de acesso a uma API para integrar com nosso sistema.
888,Exportação em Excel,Gostaria que tivesse a opção de exportar em Excel além de PDF.
889,API pública,Gostaria de acesso a uma API para integrar com nosso sistema.
890,,"O ENVIO DE ARQUIVO FALHA SEMPRE COM MENSAGEM DE ERRO. NÃO CONSIGO TRABALHAR, PRECISO DE SOLUÇÃO IMEDIATA."
891,Informação sobre evento,"Vocês vão participar de algum evento este ano? Não consigo trabalhar, preciso de solução imediata."
892,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. Crítico, resolvam o quanto antes!"
893,Alterar forma de pagamento,"Quero trocar o cartão de crédito cadastrado para o pagamento. Não consigo trabalhar, preciso de solução imediata."
894,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa. É importante, preciso resolver rápido."
895,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Aguardo com prioridade, por favor."
896,,"QUERO CANCELAR E RECEBER O REEMBOLSO PROPORCIONAL DA ASSINATURA. É SÓ UMA DÚVIDA, PODE RESPONDER COM CALMA."
897,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. Apenas uma sugestão, sem urgência."
898,Como filtrar dados,"Tem como filtrar os registros por data? Onde encontro isso? Não consigo trabalhar, preciso de solução imediata."
899,Dúvida sobre integração,Como funciona a integração com o meu sistema atual?
900,,Poderiam adicionar integração com o Slack para avisos?
901,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Além disso, poderia adicionar um relatório de produtividade por equipe?"
902,App trava ao abrir,O aplicativo trava e fecha sozinho toda vez que tento abrir.
903,Solicito aumento de limite,Solicito o aumento do limite de usuários da minha conta.
904,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. É só uma dúvida, pode responder com calma."
905,Como exportar relatório,Como faço para exportar o relatório mensal em PDF? Onde fica essa opção?
906,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado."
907,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento."
908,,"O SISTEMA ESTÁ HORRÍVEL DE LENTO, MUITO DECEPCIONADO."
909,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente."
910,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. Estou bloqueado por causa disso."
911,Como exportar relatório,Como faço para exportar o relatório mensal em PDF? Onde fica essa opção? Estou bloqueado por causa disso.
912,Crash no relatório,Ao gerar o relatório o sistema quebra e trava a sessão.
913,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso? Além disso, gostaria de acesso a uma API para integrar com nosso sistema."
914,Reclamação formal,Registro uma reclamação: o serviço não entrega o que promete.
915,Pedido de nova feature,"Poderia adicionar um modo escuro? Seria um recurso muito útil. Não consigo trabalhar, preciso de solução imediata."
916,Cobrança após cancelamento,Cancelei mês passado mas continuo sendo cobrado na fatura.
917,Péssimo atendimento,"Estou muito insatisfeito com o suporte, ninguém resolve nada."
918,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito. Apenas uma sugestão, sem urgência."
919,,SOLICITO A POSSIBILIDADE DE PERSONALIZAR OS CARDS DO DASHBOARD.
920,Reembolso pendente,Pedi o reembolso semana passada e ainda não caiu no cartão.
921,Personalizar dashboard,Solicito a possibilidade de personalizar os cards do dashboard.
922,Botão quebrado,"O botão de exportar não funciona, nada acontece ao clicar. Crítico, resolvam o quanto antes!"
923,Solicito aumento de limite,"Solicito o aumento do limite de usuários da minha conta. Apenas uma sugestão, sem urgência."
924,Solicito aumento de limite,"Solicito o aumento do limite de usuários da minha conta. Crítico, resolvam o quanto antes!"
925,Atualização de cadastro,Preciso atualizar o endereço e o telefone da minha conta.
926,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. Crítico, resolvam o quanto antes!"
927,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Sem pressa, quando puderem."
928,Erro na fatura,O valor da fatura está diferente do combinado no plano. Estou bloqueado por causa disso.
929,Reembolso pendente,Pedi o reembolso semana passada e ainda nao caiu no cartao.
930,Reclamação formal,"Registro uma reclamação: o serviço não entrega o que promete. Sem pressa, quando puderem."
931,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. Sem pressa, quando puderem."
932,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso? Apenas uma sugestão, sem urgência."
933,Cobrança após cancelamento,Cancelei mês passado mas continuo sendo cobrado na fatura.
934,API pública,"Gostaria de acesso a uma API para integrar com nosso sistema. Além disso, tem como filtrar os registros por data? Onde encontro isso?"
935,Erro ao salvar,Aparece uma falha quando clico em salvar e o botao nao funciona.
936,Atualização de cadastro,Preciso autalizar o endereço e o telefone da minha conta.
937,Botão quebrado,"O botão de exportar não funciona, nada acontece ao clicar."
938,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente."
939,Configurar notificações,"Onde configuro para receber notificacões por e-mail? Aguardo com prioridade, por favor."
940,Configurar notificações,"Onde configuro para receber notificações por e-mail? É só uma dúvida, pode responder com calma."
941,Solicito aumento de limite,Solicito o aumento do limite de usuários da minha conta.
942,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa. Crítico, resolvam o quanto antes!"
943,API pública,Gostaria de acesso a uma API para integrar com nosso sistema. Estou bloqueado por causa disso.
944,Onde altero a senha,Gostaria de saber onde altero minha senha de acesso.
945,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito. Sem pressa, quando puderem."
946,Exportação em Excel,Gostaria que tivesse a opção de exportar em Excel além de PDF.
947,Parceria comercial,"Temos interesse em uma parceria comercial, com quem falo?"
948,Insatisfeito com cobrança,"Estou decepcionado, cobrança errada e ninguém resolve. Crítico, resolvam o quanto antes!"
949,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. É importante, preciso resolver rápido."
950,Configurar notificações,"Onde configuro para receber notificações por e-mail? Está tudo parado em produção, urgente!"
951,Erro ao salvar,Aparece uma falha quando clico em salvar e o botão não funciona. Estou bloqueado por causa idsso.
952,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha. Está tudo parado em produção, urgente!"
953,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Está tudo parado em produção, urgente!"
954,Cobrança após cancelamento,Cancelei mês passado mas continuo sendo cobrado na fatura.
955,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. É só uma dúvida, pode responder com calma."
956,Erro ao salvar,"Aparece uma falha quando clico em salvar e o botão não funciona. Aguardo com prioridade, por favor."
957,Descaso com o cliente,"Faz dias que aguardo retorno e ninguém responde, um descaso. Além disso, cansei dos problemas, quero cancelar minha assinatura imediatamente."
958,Cobrança após cancelamento,Cancelei mês passado mas continuo sendo cobrado na fatura.
959,Solicito aumento de limite,"Solicito o aumento do limite de usuários da minha conta. Não consigo trabalhar, preciso de solução imediata."
960,Personalizar dashboard,Solicito a possibilidade de personalizar os cards do dashboard.
961,Dúvida sobre plano,Qual a diferença entre os planos? Posso trocar quando quiser?
962,Onde altero a senha,Gostaria de saber onde altero minha senha de acesso.
963,Descaso com o cliente,"Faz dias que aguardo retorno e ninguém responde, um descaso."
964,Personalizar dashboard,Solicito a possibilidade de personalizar os cards do dashboard.
965,Dúvida sobre integração,Como funciona a integração com o meu sistema atual? Estou bloqueado por causa disso.
966,,"CANSEI DOS PROBLEMAS, QUERO CANCELAR MINHA ASSINATURA IMEDIATAMENTE."
967,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente. Apenas uma sugestão, sem urgência."
968,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. Apenas uma sugestão, sem urgência."
969,Cobrança após cancelamento,"Cnacelei mês passado mas continuo sendo cobrado na fatura. Aguardo com prioridade, por favor."
970,Como exportar relatório,Como faço para exportar o relatório mensal em PDF? Onde fica essa opção?
971,Botão quebrado,"O botão de exportar não funciona, nada acontece ao clicar."
972,Atualização de cadastro,"Preciso atualizar o endereco e o telefone da minha conta. Aguardo com prioridade, por favor."
973,Configurar notificações,"Onde configuro para receber notificacões por e-mail? É só uma dúviad, pode responder com calma. Alem disso, qual a diferenca entre os planos? Posso trocar quando quiser?"
974,Feedback geral,"Só queria deixar um elogio, o produto tem me ajudado bastante."
975,Péssimo atendimento,"Estou muito insatisfeito com o suporte, ninguém resolve nada."
976,Como filtrar dados,"Tem como filtrar os registros por data? Onde encontro isso? Não consigo trabalhar, preciso de solução imediata."
977,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. É só uma dúvida, pode responder com calma."
978,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. Sem pressa, quando puderem."
979,,Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Estou bloqueado por causa disso.
980,Não carrega os dados,"A listagem nao carrgea, dá erro 500 e some tudo."
981,Erro ao salvar,"Aparece uma falha quando clico em salvar e o botão não funciona. Não consigo trabalhar, preciso de solução imediata."
982,Personalizar dashboard,Solicito a possibilidade de personalizar os cards do dashboard.
983,Atualização de cadastro,Preciso atualizar o endereco e o telefone da minha conta.
984,Boleto não chegou,"O boleto da assinatuar nao chegou, preciso pagar o pagamento."
985,,"O SISTEMA ESTÁ HORRÍVEL DE LENTO, MUITO DECEPCIONADO."
986,,"NÃO CONSIGO LOGAR, DÁ ERRO E A PÁGINA RECARREGA SOZINHA. CRÍTICO, RESOLVAM O QUANTO ANTES!"
987,Cobrança após cancelamento,"Cancelei mês passado mas continuo sendo cobrado na fatura. Aguardo com prioridade, por favor."
988,Nota fiscal,Preciso da nota fiscal do pagamento para o financeiro da empresa.
989,Como exportar relatório,"Como faco para exportar o relatório mensal em PDF? Onde fica essa opcao? É só uma dúvida, pode responder com calma."
990,Erro na fatura,"O valor da fatura está diferente do combinado no plano. Além disso, depois da atualização ficou péssimo, estou insatisfeito."
991,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa. É importante, preciso resolver rápido."
992,Parceria comercial,"Temos interesse em uma parceria comercial, com quem falo? Aguardo com prioridade, por favor."
993,Como exportar relatório,"Como faço para exportar o relatório mensal em PDF? Onde fica essa opção? Apenas uma sugestão, sem urgência."
994,Perdi dados importantes,"Perdi dados por causa de um erro de vocês, inadmissível. É ipmortante, preciso resolver rápido."
995,Novo relatório,"Poderia adicionar um relatório de produtividade por equipe? É só uma dúvida, pode responder com calma."
996,Configurar notificações,"Onde configuro para receber notificacões por e-mail? Sem perssa, quando puderem. Alem disso, o envio de arquivo falha sempre com mensagem de erro."
997,Erro na fatura,"O valor da fatura está diferente do combinado no plano. Aguardo com prioridade, por favor."
998,Perdi dados importantes,"Perdi dados por causa de um erro de vocês, inadmissível. É importante, preciso resolver rápido."
999,Reembolso pendente,"Pedi o reembolso semana passada e ainda não caiu no cartão. É importante, preciso resolver rápido."
1000,Como exportar relatório,"Como faço para exportar o relatório mensal em PDF? Onde fica essa opção? Estou bloqueado por causa disso. Além disso, pedi o reembolso semana passada e ainda não caiu no cartão."
1001,Reembolso pendente,"Pedi o reembolso semana passada e ainda não caiu no cartão. É importante, preciso resolver rápido."
1002,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. É importante, preciso resolver rápido."
1003,Dúvida sobre plano,Qual a diferença entre os planos? Posso trocar quando quiser?
1004,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado. Está tudo parado em producao, urgente!"
1005,Erro na fatura,O valor da fatura está diferente do combinado no plano.
1006,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito."
1007,Insatisfeito com cobrança,"Estou decepcionado, cobrança errada e ninguém resolve. É importante, preciso resolver rápido."
1008,Reembolso pendente,"Pedi o reembolso semana passada e ainda não caiu no cartão. Apenas uma sugestão, sem urgência."
1009,Reembolso pendente,Pedi o reembolso semana passada e ainda não caiu no cartão. Estou bloqueado por causa disso.
1010,Informação sobre evento,Vocês vão participar de algum evento este ano? Estou bloqueado por causa disso.
1011,Exportação em Excel,"Gostaria que tivesse a opcao de exportar em Excel alem de PDF. É importante, preciso resolver rápido."
1012,Dúvida sobre plano,Qual a diferença entre os planos? Posso trocar quando quiser?
1013,Erro ao salvar,"Aparece uma falha quando clico em salvar e o botão não funciona. Aguardo com prioridade, por favor."
1014,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. É só uma dúvida, pode responder com calma."
1015,Alterar forma de pagamento,"Quero trocar o cartão de crédito cadastrado para o pagamento. É importante, preciso resolver rápido."
1016,Erro ao salvar,"Aparece uma falha quando clico em salvar e o botão não funciona. Aguardo com prioridade, por favor."
1017,Descaso com o cliente,"Faz dias que aguardo retorno e ninguém responde, um descaso. Está tudo parado em produção, urgente!"
1018,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? Aguardo com prioridade, por favor."
1019,Dúvida sobre plano,Qual a diferença entre os planos? Posso trocar quando quiser?
1020,Péssimo atendimento,"Estou muito insatisfeito com o suporte, ninguém resolve nada."
1021,Informação sobre evento,Vocês vão participar de algum evento este ano?
1022,Informação sobre evento,"Vocês vão participar de algum evento este ano? Aguardo com prioridade, por favor."
1023,Nota fiscal,Preciso da nota fiscal do pagamento para o financeiro da empresa.
1024,Como convidar usuário,"Como posso convidar outro usuário para a minha conta? Apenas uma sugestão, sem urgência."
1025,Péssimo atendimento,"Estou muito insatisfeito com o suporte, ninguém resolve nada. Aguardo com prioridade, por favor."
1026,Novo relatório,Poderia adicionar um relatório de produtividade por equipe?
1027,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso?"
1028,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Além disso, cancelei mês passado mas continuo sendo cobrado na fatura."
1029,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha. Não consigo trabalhar, preciso de solução imediata. Além disso, ao gerar o relatório o sistema quebra e trava a sessão."
1030,Alterar forma de pagamento,"Quero trocar o cartão de crédito cadastrado para o pagamento. Está tudo parado em produção, urgente!"
1031,Não carrega os dados,"A listaegm não carrega, dá erro 500 e some tudo. Não consigo trabalhar, preciso de solução imediata."
1032,Como exportar relatório,Como faço para exportar o relatório mensal em PDF? Onde fica essa opção? Estou bloqueado por causa disso.
1033,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha. Sem pressa, quando puderem."
1034,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo. Aguardo com prioridade, por favor."
1035,Upload falhando,"O envio de arquivo falha sempre com mensagem de erro. É importante, preciso resolver rápido."
1036,Descaso com o cliente,"Faz dias que aguardo retorno e ninguém responde, um descaso. Apenas uma sugestão, sem urgência."
1037,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. Estou bloqueado por causa disso."
1038,Perdi dados importantes,"Perdi dados por causa de um erro de vocês, inadmissível."
1039,Novo relatório,"Poderia adicionar um relatório de produtividade por equipe? Aguardo com prioridade, por favor. Além disso, o sistema está horrível de lento, muito decepcionado."
1040,Feedback geral,"Só queria deixar um elogio, o produto tem me ajudado bastante. Além disso, poderiam me passar o contato da equipe comercial?"
1041,Descaso com o cliente,"Faz dias que aguardo retorno e ninguém responde, um descaso."
1042,Crash no relatório,"Ao gerar o relatório o sistema quebra e trava a sessão. Está tudo parado em produção, urgente!"
1043,,"QUAL A DIFERENÇA ENTRE OS PLANOS? POSSO TROCAR QUANDO QUISER? AGUARDO COM PRIORIDADE, POR FAVOR."
1044,Cancelar assinatura e reembolso,Quero cancelar e receber o reembolso proporcional da assinatura.
1045,Erro ao salvar,"Aparece uma falha quando clico em salvar e o botão não funciona. Além disso, preciso transferir a titularidade da conta para outra pessoa."
1046,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. Sem pressa, quando puderem."
1047,Alterar forma de pagamento,"Quero trocar o cartao de credito cadastrado para o pagamento. Alem disso, aparece uma falha quando clico em salvar e o botao nao funciona."
1048,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. Alem disso, pedi o reembolso semana passada e ainda nao caiu no cartao."
1049,App trava ao abrir,O aplicativo trava e fecha sozinho toda vez que tento abrir.
1050,Pedido de nova feature,Poderia adicionar um modo escuro? Seria um recurso muito útil. Estou bloqueado por causa disso.
1051,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha."
1052,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Está tudo parado em produção, urgente!"
1053,Erro ao salvar,"Aparece uma falha quando clico em salvar e o botão não funciona. É importante, preciso resolver rápido."
1054,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Crítico, resolvam o quanto antes! Além disso, quero cancelar e receber o reembolso proporcional da assinatura."
1055,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo."
1056,,"GOSTARIA DE SABER ONDE ALTERO MINHA SENHA DE ACESSO. É IMPORTANTE, PRECISO RESOLVER RÁPIDO."
1057,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo. Sem pressa, quando puderem."
1058,Sugestão de recurso,"Gostaria que o sistema permitisse adicionar tags nos tickets. Está tudo parado em produção, urgente!"
1059,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento."
1060,Alterar forma de pagamento,Quero trocar o cartão de crédito cadastrado para o pagamento.
1061,Solicito aumento de limite,"Solicito o aumento do limite de usuários da minha conta. Aguardo com prioridade, por favor."
1062,,"PRECISO TRANSFERIR A TITULARIDADE DA CONTA PARA OUTRA PESSOA. É SÓ UMA DÚVIDA, PODE RESPONDER COM CALMA."
1063,Erro na fatura,"O valor da fatura está diferente do combinado no plano. Apenas uma sugestão, sem urgência."
1064,Recuperar acesso,"Esqueci mue login, como faco para recuperar o acesso?"
1065,Como exportar relatório,"Como faço para exportar o relatório mensal em PDF? Onde fica essa opção? Aguardo com prioridade, por favor."
1066,Personalizar dashboard,"Solicito a possibilidade de personalizar os cards do dashboard. Não consigo trabalhar, preciso de solução imediata."
1067,Cobrança após cancelamento,Cancelei mês passado mas continuo sendo cobrado na fatura.
1068,Como exportar relatório,Como faço para exportar o relatório mensal em PDF? Onde fica essa opção?
1069,Cobrança após cancelamento,"Cancelei mês passado masc ontinuo sendo cobrado na fatura. Sem pressa, quando puderem."
1070,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Alem disso, como posso convidar outro usuário para a minha conta?"
1071,Como convidar usuário,"Como posso convidar outro usuário para a minha conta? É importante, preciso resolver rápido."
1072,,O valor da fatura está diferente do combinado no plano. Estou bloqueado por causa disso.
1073,Dúvida sobre plano,"Qual a diferença entre os planos? Posso trocar quando quiser? É só uma dúvida, pode responder com calma."
1074,Novo relatório,"Poderia adicionar um relatório de produtividade por equipe? Não consigo trabalhar, preciso de solução imediata."
1075,Reembolso pendente,Pedi o reembolso semana passada e ainda não caiu no cartão. Estou bloqueado por causa disso.
1076,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa .Está tudo parado em produção, urgente!"
1077,Personalizar dashboard,"Solicito a possibilidade de personalizar os cards do dashboard. É só uma dúvida, pode responder com calma."
1078,,"TEM COMO FILTRAR OS REGISTROS POR DATA? ONDE ENCONTRO ISSO? AGUARDO COM PRIORIDADE, POR FAVOR."
1079,Atualização de cadastro,"Preciso atualizar o endereço e o telefone da minha conta. Aguardo com prioridade, por favor. Além disso, poderiam adicionar integração com o Slack para avisos?"
1080,Personalizar dashboard,"Solicito a possibilidade de personalizar os cards do dashboard. É só uma dúvida, pode responder com calma."
1081,Login com falha,"Nao consigo logar, dá erro e a página recarrega sozinha."
1082,Sugestão de recurso,Gostaria que o sistema permitisse adicionar tags nos tickets.
1083,Reembolso pendente,"Pedi o reembolso semana passada e ainda não caiu no cartão. Aguardo com prioridade, por favor."
1084,Erro ao salvar,Aparece uma falha quando clico em salvar e o botão não funciona.
1085,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Sem pressa, quando puderem."
1086,Cobrança após cancelamento,"Cancelei mês passado mas continuo sendo cobrado na fatura. Apenas uma sugestão, sem urgência."
1087,Pedido de nova feature,"Poderia adicionar um modo escuro? Seria um recurso muito útil. Crítico, resolvam o quanto antes!"
1088,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo."
1089,Informação sobre evento,"Vocês vão participar de algum evento este ano? Está tudo parado em produção, urgente!"
1090,Configurar notificações,"Onde configuro para receber notificações por e-mail? Além disso, pedi o reembolso semana passada e ainda não caiu no cartão."
1091,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Sem pressa, quando puderem."
1092,App trava ao abrir,O aplicativo trava e fecha sozinho toda vez que tento abrir.
1093,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. Além disso, o boleto da assinatura não chegou, preciso pagar o pagamento."
1094,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? Está tudo parado em produção, urgente!"
1095,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. É importante, preciso resolver rápido."
1096,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo. Sem pressa, quando puderem."
1097,Parceria comercial,"Temos interesse em uma parceria comercial, com quem falo?"
1098,Cancelar assinatura e reembolso,Quero cancelar e receber o reembolso proporcional da assinatura.
1099,Dúvida sobre integração,Como funciona a integracao com o meu sistema atual?
1100,Upload falhando,O envio de arquivo falha sempre com mensagem de erro.
